ID,Name,Research output type,Title
1609770,"SHEARING, PAUL",Journal article,Probing the Electrochemical Processes of Niobium Pentoxides (Nb2O5) for High‐Rate Lithium‐ion Batteries: A Review
1647494,"SHEARING, PAUL",Preprint,Bridging the Gap Between Microstructurally Resolved Computed Tomography-Based and Homogenised Doyle-Fuller-Newman Models for Lithium-Ion Batteries
1650860,"SHEARING, PAUL",Preprint,Non-Linear Damage Response to Voltage Revealed by Operando X-ray Tomography in Polycrystalline NMC811
1650861,"SHEARING, PAUL",Preprint,Non-Linear Damage Response to Voltage Revealed by Operando X-ray Tomography in Polycrystalline NMC811
1659168,"SHEARING, PAUL",Journal article,Spectroscopic Identification of Active Sites of Oxygen‐Doped Carbon for Selective Oxygen Reduction to Hydrogen Peroxide
1732034,"SHEARING, PAUL",Journal article,Realising the electrochemical stability of graphene: scalable synthesis of an ultra-durable platinum catalyst for the oxygen reduction reaction.
1772997,"SHEARING, PAUL",Preprint,Quantifying Heterogeneous Degradation Pathways and Deformation Fields in Solid State Batteries
1787453,"SHEARING, PAUL",Journal article,The battery failure databank: Insights from an open-access database of thermal runaway behaviors of Li-ion cells and a resource for benchmarking risks
1842628,"SHEARING, PAUL",Preprint,Combining multi-modal non-destructive techniques to investigate ageing and orientation effects in automotive Li-ion pouch cells
1842633,"SHEARING, PAUL",Journal article,Roadmap for a sustainable circular economy in lithium-ion and future battery technologies
1863553,"SHEARING, PAUL",Journal article,The Influence of Cathode Degradation Products on the Anode Interface in Lithium-Ion Batteries.
1868175,"SHEARING, PAUL",Journal article,A nature-inspired solution for water management in flow fields for electrochemical devices
1876012,"SHEARING, PAUL",Journal article,Spatially Resolved Operando Synchrotron-Based X-Ray Diffraction Measurements of Ni-Rich Cathodes for Li-Ion Batteries
1910644,"SHEARING, PAUL",Journal article,The role of chemo-mechanical modelling in the development of battery technology – a perspective
1936490,"SHEARING, PAUL",Journal article,An open-source platform for 3D-printed redox flow battery test cells
1988925,"SHEARING, PAUL",Preprint,The role of chemo-mechanical modelling in the development of battery technology -- a perspective
1989814,"SHEARING, PAUL",Journal article,An adaptive fuel cell hybrid vehicle propulsion sizing model
1990395,"SHEARING, PAUL",Journal article,A Groovy Laser Processing Route to Achieving High Power and Energy Lithium-ion Batteries
1991092,"SHEARING, PAUL",Preprint,Water Content Estimation in Polymer Electrolyte Fuel Cells Simplified by Correlating Synchronous Electrochemical Impedance Spectroscopy and Neutron Imaging
1991093,"SHEARING, PAUL",Journal article,Water management and mass transport of a fractal metal foam flow-field based polymer electrolyte fuel cell using operando neutron imaging
1991135,"SHEARING, PAUL",Journal article,Illuminating Polysulfide Distribution in Lithium Sulfur Batteries; Tracking Polysulfide Shuttle Using Operando Optical Fluorescence Microscopy
1992726,"SHEARING, PAUL",Journal article,Operando Ultrasonic Monitoring of the Internal Temperature of Lithium-ion Batteries for the Detection and Prevention of Thermal Runaway
1992727,"SHEARING, PAUL",Journal article,Understanding water dynamics in operating fuel cells by operando neutron tomography: investigation of different flow field designs
2002069,"SHEARING, PAUL",Journal article,Unveiling aqueous lithium-ion batteries via advanced modelling and characterisation: A review
2008037,"SHEARING, PAUL",Journal article,The impact of chloride ions on chalcopyrite leaching: A multiscale and multimodal assessment
2008038,"SHEARING, PAUL",Journal article,Investigating thermal runaway dynamics and integrated safety mechanisms of micro-batteries using high-speed X-ray imaging
2009180,"SHEARING, PAUL",Journal article,Zn2+-mediated catalysis for fast-charging aqueous Zn-ion batteries
2010359,"SHEARING, PAUL",Journal article,PEMFC Electrochemical Degradation Analysis of a Fuel Cell Range-Extender (FCREx) Heavy Goods Vehicle after a Break-In Period
2010786,"SHEARING, PAUL",Preprint,Non-Linear Damage Response to Voltage Revealed by Operando X-ray Tomography in Polycrystalline NMC811
2015663,"SHEARING, PAUL",Chapter,Battery Types – Lithium Batteries – Lithium Battery Safety | Advanced Safety Testing
2017908,"SHEARING, PAUL",Preprint,Direct 4D Observations of Electrochemically Induced Intergranular Cracking in NMC811 Particles
2017909,"SHEARING, PAUL",Preprint,Direct 4D Observations of Electrochemically Induced Intergranular Cracking in NMC811 Particles
2017911,"SHEARING, PAUL",Preprint,Cracking predictions of lithium-ion battery electrodes by X-ray computed tomography and modelling
2018327,"SHEARING, PAUL",Journal article,Dynamical Janus Interface Design for Reversible and Fast-Charging Zinc-Iodine Battery under Extreme Operating Conditions.
2018916,"SHEARING, PAUL",Journal article,Separation and concentration of CO 2 from air using a humidity-driven molten-carbonate membrane
2018917,"SHEARING, PAUL",Journal article,Investigating the Performance and Safety of Li-Ion Cylindrical Cells Using Acoustic Emission and Machine Learning Analysis
2020663,"SHEARING, PAUL",Journal article,Exploring thermal runaway propagation in Li-ion batteries through high-speed X-ray imaging and thermal analysis: Impact of cell chemistry and electrical connections
2023101,"SHEARING, PAUL",Journal article,Probing Charge Transport and Microstructural Attributes in Solvent‐ versus Water‐Based Electrodes with a Spotlight on Li–S Battery Cathode
2024253,"SHEARING, PAUL",Chapter,Lithium Batteries – Lithium Secondary Batteries – Li-ion Battery | Production
2025664,"SHEARING, PAUL",Journal article,Synchronisation of thermal imaging and multi-channel EIS to interpret planar array PCB fuel cell performance
2030271,"SHEARING, PAUL",Journal article,Following the electrochemical recovery of lithium-ion battery materials from molten salts using operando X-ray imaging
2030272,"SHEARING, PAUL",Journal article,A Multiscale X-Ray Tomography Study of the Cycled-Induced Degradation in Magnesium-Sulfur Batteries.
2030273,"SHEARING, PAUL",Journal article,Evaluation and realization of safer Mg-S battery: The decisive role of the electrolyte
2030275,"SHEARING, PAUL",Journal article,Tracking lithium penetration in solid electrolytes in 3D by in-situ synchrotron X-ray computed tomography
2030276,"SHEARING, PAUL",Journal article,The role of synthesis pathway on the microstructural characteristics of sulfur-carbon composites: X-ray imaging and electrochemistry in lithium battery
2030283,"SHEARING, PAUL",Journal article,Observation of Zn Dendrite Growth via Operando Digital Microscopy and Time-Lapse Tomography.
2030284,"SHEARING, PAUL",Journal article,In-Situ Li-Ion Pouch Cell Diagnostics Utilising Plasmonic Based Optical Fibre Sensors.
2030285,"SHEARING, PAUL",Journal article,A grain refinement mechanism of cast commercial purity aluminium by vanadium
2030286,"SHEARING, PAUL",Journal article,Water content estimation in polymer electrolyte fuel cells using synchronous electrochemical impedance spectroscopy and neutron imaging
2030288,"SHEARING, PAUL",Journal article,Cover Feature: Investigation of the Effect of Temperature on Lithium‐Sulfur Cell Cycle Life Performance Using System Identification and X‐Ray Tomography (Batteries & Supercaps 8/2022)
2030291,"SHEARING, PAUL",Journal article,Microstructure analysis and image-based modelling of face masks for COVID-19 virus protection
2030293,"SHEARING, PAUL",Journal article,Investigation of the Effect of Temperature on Lithium‐Sulfur Cell Cycle Life Performance Using System Identification and X‐Ray Tomography
2030295,"SHEARING, PAUL",Journal article,In-situ X-ray tomographic imaging study of gas and structural evolution in a commercial Li-ion pouch cell
2030296,"SHEARING, PAUL",Journal article,"Thermal Runaway of Li-Ion Cells: How Internal Dynamics, Mass Ejection, and Heat Vary with Cell Geometry and Abuse Type"
2030297,"SHEARING, PAUL",Journal article,Electrochemical recovery of lithium-ion battery materials from molten salts by microstructural characterization using X-ray imaging
2030298,"SHEARING, PAUL",Journal article,Effects of an easy-to-implement water management strategy on performance and degradation of polymer electrolyte fuel cells
2032308,"SHEARING, PAUL",Preprint,Toward zero-excess lithium sulfur batteries: a systematic coin cell parameter study
2038209,"SHEARING, PAUL",Journal article,High-Speed Imaging for Investigating Battery Failure Mechanisms
2038210,"SHEARING, PAUL",Journal article,Achieving Passive Thermal Runaway Propagation Resistance in Li-ion Battery Packs
2038211,"SHEARING, PAUL",Journal article,Battery Safety
2054748,"SHEARING, PAUL",Journal article,The Effect of Mud Cracking on the Performance of Thick Li‐Ion Electrodes
2063800,"SHEARING, PAUL",Journal article,Progress in Carbon Cathodic Host Matrices for Lithium–Sulfur Cells: A Meta Analysis
2069422,"SHEARING, PAUL",Journal article,Silicon-Based Solid-State Batteries: Electrochemistry and Mechanics to Guide Design and Operation.
2069423,"SHEARING, PAUL",Journal article,Evaluating 3D-printed bioseparation structures using multi-length scale tomography.
2069424,"SHEARING, PAUL",Journal article,Deploying Proteins as Electrolyte Additives in Li-S Batteries: The Multifunctional Role of Fibroin in Improving Cell Performance.
2069425,"SHEARING, PAUL",Journal article,Mapping internal temperatures during high-rate battery applications.
2069426,"SHEARING, PAUL",Journal article,"<i>Ex Situ</i> Characterization of 1T/2H MoS<sub>2</sub> and Their Carbon Composites for Energy Applications, a Review."
2069427,"SHEARING, PAUL",Journal article,Large-scale physically accurate modelling of real proton exchange membrane fuel cell with deep learning.
2069428,"SHEARING, PAUL",Journal article,The Time-Dependent Role of Bisphosphonates on Atherosclerotic Plaque Calcification.
2069429,"SHEARING, PAUL",Journal article,Ultra high-resolution biomechanics suggest that substructures within insect mechanosensors decisively affect their sensitivity.
2069430,"SHEARING, PAUL",Journal article,High-speed 4D neutron computed tomography for quantifying water dynamics in polymer electrolyte fuel cells.
2069431,"SHEARING, PAUL",Journal article,Effective Ultrasound Acoustic Measurement to Monitor the Lithium-Ion Battery Electrode Drying Process with Various Coating Thicknesses.
2069432,"SHEARING, PAUL",Journal article,Liposome Sterile Filtration Characterization via X-ray Computed Tomography and Confocal Microscopy.
2069433,"SHEARING, PAUL",Journal article,Scalable Sacrificial Templating to Increase Porosity and Platinum Utilisation in Graphene-Based Polymer Electrolyte Fuel Cell Electrodes.
2069434,"SHEARING, PAUL",Journal article,Influence of Flow Field Design on Zinc Deposition and Performance in a Zinc-Iodide Flow Battery.
2069435,"SHEARING, PAUL",Journal article,Degradation of Layered Oxide Cathode in a Sodium Battery: A Detailed Investigation by X-Ray Tomography at the Nanoscale.
2069436,"SHEARING, PAUL",Journal article,<i>In Situ</i> Ultrasound Acoustic Measurement of the Lithium-Ion Battery Electrode Drying Process.
2069437,"SHEARING, PAUL",Journal article,Operando Electrochemical Atomic Force Microscopy of Solid-Electrolyte Interphase Formation on Graphite Anodes: The Evolution of SEI Morphology and Mechanical Properties.
2069438,"SHEARING, PAUL",Journal article,Data for an Advanced Microstructural and Electrochemical Datasheet on 18650 Li-ion Batteries with Nickel-Rich NMC811 Cathodes and Graphite-Silicon Anodes.
2069447,"SHEARING, PAUL",Preprint,Towards spatially selective efferent neuromodulation: anatomical and functional organization of cardiac fibres in the porcine cervical vagus nerve.
2069448,"SHEARING, PAUL",Conference paper,X-ray dark-field tomography using edge-illumination
2069449,"SHEARING, PAUL",Journal article,Inhibition of Vanadium Cathodes Dissolution in Aqueous Zn-Ion Batteries
2069450,"SHEARING, PAUL",Journal article,"P and Fe doping, a strategy to develop light and magnetic responsive multifunctional materials: The case of LiMn<inf>2</inf>O<inf>4</inf>"
2069451,"SHEARING, PAUL",Journal article,Laboratory-based x-ray dark-field microscopy
2069452,"SHEARING, PAUL",Journal article,Balancing dynamic evolution of active sites for urea oxidation in practical scenarios
2069453,"SHEARING, PAUL",Journal article,Challenges and Opportunities in Electrochemical Technology
2069454,"SHEARING, PAUL",Preprint,Anatomical and functional organization of cardiac fibers in the porcine cervical vagus nerve allows spatially selective efferent neuromodulation.
2069455,"SHEARING, PAUL",Journal article,"Disentangling water, ion and polymer dynamics in an anion exchange membrane."
2069456,"SHEARING, PAUL",Journal article,A novel fuel cell design for<i>operando</i>energy-dispersive x-ray absorption measurements.
2069457,"SHEARING, PAUL",Journal article,<i>Operando</i> Bragg Coherent Diffraction Imaging of LiNi<sub>0.8</sub>Mn<sub>0.1</sub>Co<sub>0.1</sub>O<sub>2</sub> Primary Particles within Commercially Printed NMC811 Electrode Sheets.
2069458,"SHEARING, PAUL",Journal article,High-Performance Zinc-Air Batteries with Scalable Metal-Organic Frameworks and Platinum Carbon Black Bifunctional Catalysts.
2069471,"SHEARING, PAUL",Journal article,Ingress of Li into Solid Electrolytes: Cracking and Sparsely Filled Cracks
2069475,"SHEARING, PAUL",Journal article,A Review of Drive Cycles for Electrochemical Propulsion
2069476,"SHEARING, PAUL",Journal article,In Situ X-ray imaging of HT-PEMFC hot-pressing using contrast enhancement
2069478,"SHEARING, PAUL",Journal article,Tracking the Lifecycle of a 21700 Cell: A 4D Tomography and Digital Disassembly Study
2069479,"SHEARING, PAUL",Journal article,Bio-Inspired Polyanionic Electrolytes for Highly Stable Zinc-Ion Batteries
2069481,"SHEARING, PAUL",Journal article,Developing highly reversible Li-CO<inf>2</inf> batteries: from on-chip exploration to practical application
2069484,"SHEARING, PAUL",Journal article,First Cycle Cracking Behaviour Within Ni-Rich Cathodes During High-Voltage Charging
2069503,"SHEARING, PAUL",Chapter,3D X-Ray Characterization of Energy Storage and Conversion Devices
2069504,"SHEARING, PAUL",Journal article,Sidewall breach during lithium-ion battery thermal runaway triggered by cell-to-cell propagation visualized using high-speed X-ray imaging
2069505,"SHEARING, PAUL",Journal article,Supercapacitor Degradation: Understanding Mechanisms of Cycling-Induced Deterioration and Failure of a Pseudocapacitor
2069506,"SHEARING, PAUL",Journal article,"On the Relations between Lithium-Ion Battery Reaction Entropy, Surface Temperatures and Degradation"
2069507,"SHEARING, PAUL",Journal article,Organotopic organization of the porcine mid-cervical vagus nerve
2069508,"SHEARING, PAUL",Journal article,Structure-guided Capacitance Relationships in Oxidized Graphene Porous Materials Based Supercapacitors
2069509,"SHEARING, PAUL",Journal article,X-Ray Computed Tomography for Failure Mechanism Characterisation within Layered Pouch Cells: Part II
2069511,"SHEARING, PAUL",Journal article,X-Ray Computed Tomography for Failure Mechanism Characterisation within Layered Pouch Cells: Part I
2069512,"SHEARING, PAUL",Journal article,"Failure and hazard characterisation of high-power lithium-ion cells via coupling accelerating rate calorimetry with in-line mass spectrometry, statistical and post-mortem analyses"
2069513,"SHEARING, PAUL",Journal article,Discrete element method and electrochemical modelling of lithium ion cathode structures characterised by X-ray computed tomography
2069514,"SHEARING, PAUL",Journal article,Epidermal growth factor receptor inhibition prevents vascular calcifying extracellular vesicle biogenesis
2069515,"SHEARING, PAUL",Journal article,Dynamic acoustic emission analysis of polymer electrolyte membrane fuel cells
2069516,"SHEARING, PAUL",Journal article,Bismuth concentration influenced competition between electrochemical reactions in the all-vanadium redox flow battery
2069517,"SHEARING, PAUL",Journal article,Understanding and Optimizing Capacitance Performance in Reduced Graphene-Oxide Based Supercapacitors.
2069518,"SHEARING, PAUL",Journal article,Structured aqueous processed lignin-based NMC cathodes for energy-dense LIBs with improved rate capability
2069519,"SHEARING, PAUL",Chapter,"Supercapacitors: History, Theory, Emerging Technologies, and Applications"
2069520,"SHEARING, PAUL",Journal article,Polyaniline–Cobalt Hexacyanoferrate Composites as High-Performance Cathodes for Zn-Ion Hybrid Supercapacitor
2069521,"SHEARING, PAUL",Journal article,Visualising coke-induced degradation of catalysts used for CO<inf>2</inf>-reforming of methane with X-ray nano-computed tomography
2069522,"SHEARING, PAUL",Journal article,Electrochemical processing in molten salts - a nuclear perspective
2069523,"SHEARING, PAUL",Journal article,Modelling and experimental investigation of Nb<inf>2</inf>O<inf>5</inf> as a high-rate battery anode material
2069524,"SHEARING, PAUL",Journal article,In situ chamber for studying battery failure using high-speed synchrotron radiography
2069525,"SHEARING, PAUL",Journal article,Quantitative assessment of machine-learning segmentation of battery electrode materials for active material quantification
2069526,"SHEARING, PAUL",Journal article,Introducing lignin as a binder material for the aqueous production of NMC111 cathodes for Li-ion batteries
2069527,"SHEARING, PAUL",Journal article,Towards Optimised Cell Design of Thin Film Silicon-Based Solid-State Batteries via Modelling and Experimental Characterisation
2069528,"SHEARING, PAUL",Journal article,Stabilizing efficient structures of superwetting electrocatalysts for enhanced urea oxidation reactions
2069530,"SHEARING, PAUL",Journal article,Evolution and distribution of the anode overpotential and its oscillations in a polymer electrolyte membrane fuel cell exposed to carbon monoxide
2069531,"SHEARING, PAUL",Journal article,Online Internal Temperature Sensors in Lithium-Ion Batteries: State-of-the-Art and Future Trends
2069532,"SHEARING, PAUL",Journal article,Trace amounts of fluorinated surfactant additives enable high performance zinc-ion batteries
2069533,"SHEARING, PAUL",Journal article,Hydrogen‐Bond Reinforced Superstructural Manganese Oxide As the Cathode for Ultra‐Stable Aqueous Zinc Ion Batteries
2069534,"SHEARING, PAUL",Journal article,Fault diagnosis of PEMFC based on the AC voltage response and 1D convolutional neural network
2069535,"SHEARING, PAUL",Journal article,Phosphorus-modified Pt@Cu surfaces for efficient electrocatalysis of hydrogen evolution
2069536,"SHEARING, PAUL",Journal article,Battery state-of-charge estimation using machine learning analysis of ultrasonic signatures
2069537,"SHEARING, PAUL",Journal article,Quantitative spatiotemporal mapping of thermal runaway propagation rates in lithium-ion cells using cross-correlated Gabor filtering
2069538,"SHEARING, PAUL",Journal article,Correlative electrochemical acoustic time-of-flight spectroscopy and X-ray imaging to monitor the performance of single-crystal and polycrystalline NMC811/Gr lithium-ion batteries
2069539,"SHEARING, PAUL",Journal article,Hybrid Ni<inf>2</inf>P/CoP Nanosheets as Efficient and Robust Electrocatalysts for Domestic Wastewater Splitting
2069540,"SHEARING, PAUL",Journal article,Lithium-sulfur battery diagnostics through distribution of relaxation times analysis
2069541,"SHEARING, PAUL",Journal article,Comparative study of energy management systems for a hybrid fuel cell electric vehicle - A novel mutative fuzzy logic controller to prolong fuel cell lifetime
2069542,"SHEARING, PAUL",Journal article,A greyscale erosion algorithm for tomography (GREAT) to rapidly detect battery particle defects
2069543,"SHEARING, PAUL",Journal article,Operando Ultrasonic Monitoring of Lithium-Ion Battery Temperature and Behaviour at Different Cycling Rates and under Drive Cycle Conditions
2069544,"SHEARING, PAUL",Journal article,Asphericity Can Cause Nonuniform Lithium Intercalation in Battery Active Particles
2069545,"SHEARING, PAUL",Journal article,Metabolically diverse primordial microbial communities in Earth’s oldest seafloor-hydrothermal jasper
2069546,"SHEARING, PAUL",Journal article,Motion-enhancement assisted digital image correlation of lithium-ion batteries during lithiation
2069547,"SHEARING, PAUL",Journal article,The effect of cell geometry and trigger method on the risks associated with thermal runaway of lithium-ion batteries
2069548,"SHEARING, PAUL",Journal article,In situ x-ray computed tomography of zinc-air primary cells during discharge: Correlating discharge rate to anode morphology
2069549,"SHEARING, PAUL",Journal article,Study of Tire Pyrolysis Oil Model Compound Structure on Carbon Nanomaterial Production
2069550,"SHEARING, PAUL",Journal article,Neutron imaging of lithium batteries
2069551,"SHEARING, PAUL",Journal article,The effect of non-uniform compression on the performance of polymer electrolyte fuel cells
2069552,"SHEARING, PAUL",Journal article,Nanoscale state-of-charge heterogeneities within polycrystalline nickel-rich layered oxide cathode materials
2069553,"SHEARING, PAUL",Journal article,The performance and durability of high-temperature proton exchange membrane fuel cells enhanced by single-layer graphene
2069554,"SHEARING, PAUL",Journal article,A new high: Cannabis as a budding source of carbon-based materials for electrochemical power sources
2069555,"SHEARING, PAUL",Journal article,Machine learning as an online diagnostic tool for proton exchange membrane fuel cells
2069556,"SHEARING, PAUL",Journal article,"A nanoscale analysis method to reveal oxygen exchange between environment, oxide, and electrodes in ReRAM devices"
2069557,"SHEARING, PAUL",Journal article,Determining the electrochemical transport parameters of sodium-ions in hard carbon composite electrodes
2069558,"SHEARING, PAUL",Journal article,Mass transport in PEM water electrolysers: A review
2069559,"SHEARING, PAUL",Journal article,Electro-thermal mapping of polymer electrolyte membrane fuel cells with a fractal flow-field
2069560,"SHEARING, PAUL",Journal article,Developments in Dilatometry for Characterisation of Electrochemical Devices
2069561,"SHEARING, PAUL",Journal article,Sodium Superionic Conductors (NASICONs) as Cathode Materials for Sodium-Ion Batteries
2069562,"SHEARING, PAUL",Journal article,Characterizing Batteries by In Situ Electrochemical Atomic Force Microscopy: A Critical Review
2069563,"SHEARING, PAUL",Journal article,Thermo-chemical conversion of carbonaceous wastes for CNT and hydrogen production: A review
2069564,"SHEARING, PAUL",Journal article,"Engineering Catalyst Layers for Next‐Generation Polymer Electrolyte Fuel Cells: A Review of Design, Materials, and Methods"
2069565,"SHEARING, PAUL",Journal article,Lab-based X-ray micro-computed tomography coupled with machine-learning segmentation to investigate phosphoric acid leaching in high-temperature polymer electrolyte fuel cells
2069566,"SHEARING, PAUL",Journal article,Hard Carbon Composite Electrodes for Sodium‐Ion Batteries with Nano‐Zeolite and Carbon Black Additives
2069567,"SHEARING, PAUL",Journal article,Recovery of cobalt from lithium-ion batteries using fluidised cathode molten salt electrolysis
2069568,"SHEARING, PAUL",Journal article,Characteristics of a gold-doped electrode for application in high-performance lithium-sulfur battery
2069569,"SHEARING, PAUL",Journal article,Dendrite suppression by anode polishing in zinc-ion batteries
2069570,"SHEARING, PAUL",Journal article,Recent advances in acoustic diagnostics for electrochemical power systems
2069571,"SHEARING, PAUL",Journal article,High-resolution imaging of depth filter structures using X-ray computed tomography
2069572,"SHEARING, PAUL",Journal article,Palladium alloys used as electrocatalysts for the oxygen reduction reaction
2069573,"SHEARING, PAUL",Journal article,Metal-Nitrogen-doped carbon single-atom electrocatalysts for CO<inf>2</inf> electroreduction
2069574,"SHEARING, PAUL",Journal article,High-Density Lignin-Derived Carbon Nanofiber Supercapacitors with Enhanced Volumetric Energy Density.
2069575,"SHEARING, PAUL",Journal article,"Temperature, ageing and thermal management of lithium-ion batteries"
2069576,"SHEARING, PAUL",Journal article,Flexible all-solid-state supercapacitors based on PPy/rGO nanocomposite on cotton fabric
2069577,"SHEARING, PAUL",Journal article,Opportunities for the state-of-the-art production of lib electrodes—a review
2069578,"SHEARING, PAUL",Journal article,Open-circuit dissolution of platinum from the cathode in polymer electrolyte membrane water electrolysers
2069579,"SHEARING, PAUL",Journal article,Optimisation of Mass Transport Parameters in a Polymer Electrolyte Membrane Electrolyser Using Factorial Design-of-Experiment
2069580,"SHEARING, PAUL",Journal article,High CO<inf>2</inf> permeability in supported molten-salt membranes with highly dense and aligned pores produced by directional solidification
2069581,"SHEARING, PAUL",Journal article,Oxygen evolution catalysts under proton exchange membrane conditions in a conventional three electrode cellvs.electrolyser device: a comparison study and a 3D-printed electrolyser for academic labs
2069582,"SHEARING, PAUL",Journal article,Prevention of lithium-ion battery thermal runaway using polymer-substrate current collectors
2069583,"SHEARING, PAUL",Journal article,Internal insulation and corrosion control of molten chloride thermal energy storage tanks
2069584,"SHEARING, PAUL",Journal article,Current Imbalance in Parallel Battery Strings Measured Using a Hall‐Effect Sensor Array
2069585,"SHEARING, PAUL",Journal article,A spinal organ of proprioception for integrated motor action feedback
2069586,"SHEARING, PAUL",Journal article,Acoustic time-of-flight imaging of polymer electrolyte membrane water electrolysers to probe internal structure and flow characteristics
2069588,"SHEARING, PAUL",Journal article,Cathode Design for Aqueous Rechargeable Multivalent Ion Batteries: Challenges and Opportunities
2069589,"SHEARING, PAUL",Journal article,Towards a mechanistic understanding of particle shrinkage during biomass pyrolysis via synchrotron X-ray microtomography and in-situ radiography
2069590,"SHEARING, PAUL",Journal article,A Dilatometric Study of Graphite Electrodes during Cycling with X-ray Computed Tomography
2069591,"SHEARING, PAUL",Journal article,Alleviation of Dendrite Formation on Zinc Anodes via Electrolyte Additives
2069592,"SHEARING, PAUL",Journal article,The prismatic surface cell cooling coefficient: A novel cell design optimisation tool &amp; thermal parameterization method for a 3D discretised electro-thermal equivalent-circuit model
2069593,"SHEARING, PAUL",Journal article,Electrospinning as a route to advanced carbon fibre materials for selected low-temperature electrochemical devices: A review
2069594,"SHEARING, PAUL",Journal article,Effect of reactant gas flow orientation on the current and temperature distribution in self-heating polymer electrolyte fuel cells
2069595,"SHEARING, PAUL",Journal article,Imaging fascicular organization of rat sciatic nerves with fast neural electrical impedance tomography.
2069596,"SHEARING, PAUL",Journal article,Fabrication of high surface area ribbon electrodes for use in redox flow batteries via coaxial electrospinning
2069597,"SHEARING, PAUL",Journal article,Realizing optimal hydrogen evolution reaction properties via tuning phosphorous and transition metal interactions
2069598,"SHEARING, PAUL",Journal article,Using In-Situ Laboratory and Synchrotron-Based X-ray Diffraction for Lithium-Ion Batteries Characterization: A Review on Recent Developments
2069599,"SHEARING, PAUL",Journal article,Identifying the Origins of Microstructural Defects Such as Cracking within Ni‐Rich NMC811 Cathode Particles for Lithium‐Ion Batteries
2069600,"SHEARING, PAUL",Journal article,An Advanced Microstructural and Electrochemical Datasheet on 18650 Li-Ion Batteries with Nickel-Rich NMC811 Cathodes and Graphite-Silicon Anodes
2069601,"SHEARING, PAUL",Journal article,The role of fluid chemistry on permeability evolution in granite: Applications to natural and anthropogenic systems
2069602,"SHEARING, PAUL",Journal article,Synthesis of layered silicon-graphene hetero-structures by wet jet milling for high capacity anodes in Li-ion batteries
2069603,"SHEARING, PAUL",Journal article,Editors’ Choice—4D Neutron and X-ray Tomography Studies of High Energy Density Primary Batteries: Part I. Dynamic Studies of LiSOCl2 during Discharge
2069604,"SHEARING, PAUL",Journal article,Editors’ Choice—4D Neutron and X-ray Tomography Studies of High Energy Density Primary Batteries: Part II. Multi-Modal Microscopy of LiSOCl2 Cells
2069605,"SHEARING, PAUL",Journal article,Diagnosing Stagnant Gas Bubbles in a Polymer Electrolyte Membrane Water Electrolyser Using Acoustic Emission
2069606,"SHEARING, PAUL",Conference paper,Spacers to Improve Performance and Porosity of Graphene Based Polymer Electrolyte Fuel Cells
2069607,"SHEARING, PAUL",Conference paper,Nature-Inspired Flow-Fields and Water Management for PEM Fuel Cells
2069608,"SHEARING, PAUL",Conference paper,Acoustic Emission Analysis of Polymer Electrolyte Membrane Fuel Cells
2069609,"SHEARING, PAUL",Journal article,The Detection of Monoclinic Zirconia and Non-Uniform 3D Crystallographic Strain in a Re-Oxidized Ni-YSZ Solid Oxide Fuel Cell Anode
2069612,"SHEARING, PAUL",Journal article,Pore Network Modelling of Capillary Transport and Relative Diffusivity in Gas Diffusion Layers with Patterned Wettability
2069613,"SHEARING, PAUL",Journal article,Elucidating the Sodiation Mechanism in Hard Carbon by Operando Raman Spectroscopy
2069614,"SHEARING, PAUL",Journal article,Identifying Defects in Li-Ion Cells Using Ultrasound Acoustic Measurements
2069615,"SHEARING, PAUL",Journal article,Study of H2S Removal Capability from Simulated Biogas by Using Waste-Derived Adsorbent Materials
2069616,"SHEARING, PAUL",Journal article,The Role of Bi-Polar Plate Design and the Start-Up Protocol in the Spatiotemporal Dynamics during Solid Oxide Fuel Cell Anode Reduction
2069617,"SHEARING, PAUL",Journal article,Controlling molten carbonate distribution in dual-phase molten salt-ceramic membranes to increase carbon dioxide permeation rates
2069618,"SHEARING, PAUL",Journal article,Novel laboratory investigation of huff-n-puff gas injection for shale oils under realistic reservoir conditions
2069620,"SHEARING, PAUL",Journal article,Toward Practical Demonstration of High-Energy-Density Batteries
2069621,"SHEARING, PAUL",Journal article,MoS2/NiS core-shell structures for improved electrocatalytic process of hydrogen evolution
2069622,"SHEARING, PAUL",Journal article,Electrochemical behavior of nanostructured NiO@C anode in a lithium-ion battery using LiNi⅓Co⅓Mn⅓O2 cathode
2069623,"SHEARING, PAUL",Journal article,Hydration state diagnosis in fractal flow-field based polymer electrolyte membrane fuel cells using acoustic emission analysis
2069626,"SHEARING, PAUL",Journal article,Correlative acoustic time-of-flight spectroscopy and X-ray imaging to investigate gas-induced delamination in lithium-ion pouch cells during thermal runaway
2069627,"SHEARING, PAUL",Journal article,"Use of X-ray computed tomography for understanding localised, along-the-channel degradation of polymer electrolyte fuel cells"
2069630,"SHEARING, PAUL",Journal article,Carbon monoxide poisoning and mitigation strategies for polymer electrolyte membrane fuel cells – A review
2070434,"SHEARING, PAUL",Journal article,Quantifying Heterogeneous Degradation Pathways and Deformation Fields in Solid‐State Batteries
2070960,"SHEARING, PAUL",Chapter,Chapter 13 Zinc-air batteries
2072361,"SHEARING, PAUL",Journal article,Visualising the Effect of Areal Current Density on the Performance and Degradation of Lithium Sulfur Batteries Using Operando Optical Microscopy
